lat,lng,pop
55.88,26.51,111564
57.3899,21.5606,42884
56.95,24.1,742572
56.51,21.01,85132
56.6527,23.7128,67207
56.5,27.3166,38340
32.8925,13.18,2189000
32.9344,12.0791,180310
32.6604,14.26,201943
30.6704,18.2666,50
30.1333,9.5,6623
30.1679,10.4567,931
31.8804,10.97,66609
27.517,15.0333,300
27.0333,14.4333,100249
27.5333,14.2834,45421
28.5504,17.5834,10
29.1167,15.9333,18878
32.7604,12.72,200000
29.108,21.2869,6610
30.257,19.2,100
29.2337,19.2166,2500
30.77,20.22,143833
32.7648,22.6391,127974
29.7504,24.5166,1744
31.4337,12.9833,26107
32.1704,13.02,146810
32.08,23.96,263527
32.8281,21.8622,45000
24.3704,14.4708,1500
32.7604,21.62,1794
24.9647,10.1728,24347
26.3666,15.8,500
25.9044,13.8972,55071
32.5005,20.83,169540
31.21,16.59,128123
31.7704,13.99,65392
24.2,23.29,24132
31.6606,20.0155,5348
32.1167,20.0667,1180000
32.38,15.1,386120
34.2704,-6.58,551786
28.98,-10.07,115267
34.0546,-5.0004,1002000
33.6,-7.6164,3181000
30.44,-9.62,825467
35.7473,-5.8327,750060
33.0104,-7.62,161748
34.69,-1.91,409391
33.9004,-5.56,697628
34.0253,-6.8361,1705000
31.63,-8,872000
33.2604,-8.51,180470
31.9404,-4.45,228489
28.4304,-11.1,64868
34.2204,-4.02,199633
35.2004,-6.16,120082
35.0204,-5.91,306600
32.32,-9.24,353476
29.7104,-9.74,57705
34.8103,-5.57,69658
43.7396,7.4069,36371
47.7591,27.9053,151355
45.9079,28.1944,63407
47.005,28.8577,688134
46.8531,29.64,157000
47.2631,29.1608,23254
42.466,19.2663,145850
-18.9166,47.5166,1697000
-18.1818,49.405,210226
-14.8833,50.2833,47224
-15.4333,49.7333,38046
-15.8328,48.8166,9705
-16.7495,44.4833,1022
-16.0995,46.6333,31253
-13.4,48.2666,22680
-15.67,46.345,154657
-13.6829,48.45,30621
-12.2765,49.3115,82937
-19.5162,45.4666,20631
-21.2167,48.3333,27686
-21.7391,43.3657,16727
-23.3568,43.69,115319
-21.4329,44.3333,1536
-21.4333,47.0833,184184
-25.0219,44.0749,174
-24.2162,45.3166,4286
-19.85,47.0333,307921
-14.8661,47.9834,21290
-18.0666,44.0167,5925
-17.8329,48.4167,43134
-22.8166,47.8332,24764
-22.3996,46.1167,16990
-20.2833,44.2833,36803
-25.0268,46.99,16818
-14.2662,50.1666,43465
7.103,171.38,25400
42,21.4335,494087
41.0391,21.3395,86528
42.0092,20.9701,119132
19.4549,0.8564,9000
12.65,-8,1494000
16.9004,-0.35,30000
14.49,-4.18,108456
16.2666,-0.05,116967
12.617,-11.4066,706
12.8833,-7.55,23919
11.3204,-5.68,225753
18.9,-3.53,4026
13.44,-6.26,122952
16.7666,-3.0166,68872
13.6704,-6.07,53738
22.6666,-3.9834,3019
14.45,-11.44,77207
14.7337,-6.1333,4374
13.0504,-9.4833,46435
15.18,-7.28,18459
12.7504,-8.08,66895
11.9404,-8.44,17232
13.3004,-4.9,41386
11.4204,-7.49,35450
12.3904,-5.47,104927
13.9,-4.55,32944
15.1337,-10.5666,988
13.8004,-10.82,26823
15.2304,-9.59,14421
16.417,-3.6666,8456
15.9167,2.4,9110
20.2014,1.0888,6000
13.5504,-7.45,30591
16.7834,96.1667,4088000
19.3783,95.2279,57897
16.2618,97.7215,152300
16.5004,97.67,438861
16.2933,95.6829,65601
16.1619,94.7014,1667
14.098,98.195,146212
12.4541,98.6115,266720
15.2533,97.8679,50798
23.0837,97.4,48591
17.6483,95.4679,180728
16.7547,96.5193,52496
17.32,96.515,284318
16.7704,94.75,237089
17.0433,95.6429,36172
16.6133,95.1829,48405
18.8165,95.2114,135308
20.9085,94.823,90870
25.3596,97.3928,139100
22.105,95.15,226222
19.7666,96.1186,930000
19.665,97.206,17293
20.4615,94.881,110553
19.429,93.5494,4261
20.1445,94.9196,125973
22.5783,95.6929,88914
21.88,95.962,78739
21.4618,95.3914,163812
21.332,95.0866,126938
21.97,96.085,1300000
20.782,97.038,160115
18.4779,96.4379,40386
18.9483,96.4179,106945
17.7819,95.7415,176571
20.14,92.88,179032
16.85,97.6167,50000
22.65,93.6167,20000
48.9337,89.95,34934
45.75,106.266,2984
47.9167,106.9166,885000
49.6453,100.1544,27690
49.6167,106.35,74738
49.0533,104.1183,79647
47.75,96.8167,8056
44.8666,110.15,8776
48.0666,114.506,33376
49.9833,92.0666,35796
48.8106,103.5317,17348
46.25,102.7666,28053
47.4769,101.4502,19812
46.3,100.9833,26252
48.8666,106.4666,18830
47.711,106.947,17738
47.3167,110.65,14723
44.3337,111.2333,3726
48.9664,96.7833,10
46.7,113.2833,15805
50.25,106.2,24235
48.0166,91.6333,30500
43.5836,104.4403,15093
22.203,113.545,568700
14.6104,-61.08,253995
16.5904,-14.27,10415
25.3804,-5.78,10
17.5504,-14.7,14142
16.2504,-8.1666,245
25.2333,-11.5833,10
22.679,-12.707,5760
15.167,-12.1833,460
17.058,-13.909,8388
19.747,-14.391,370
16.62,-11.4,73930
16.6171,-7.25,200000
20.9,-17.056,86738
16.524,-15.8127,47203
18.55,-11.4166,19981
20.5166,-13.05,44265
22.7304,-12.4833,56345
18.0864,-15.9753,742144
16.6666,-9.6167,1423
35.8997,14.5147,368250
-20.1666,57.5,595491
-20.3162,57.5166,299975
4.1667,73.4999,112927
-15.6167,34.5167,11379
-15.7,35.1833,1580
-9.9329,33.9333,34207
-15.39,35.31,80932
-16.0333,35.5,16483
-15.79,34.9899,584877
-16.55,35.1332,25235
-16.9167,35.2667,21774
-11.5996,34.3,22108
-9.7162,33.2666,13412
-11.46,34.02,110201
-11.9,33.6,19308
-13.8,32.9,18305
-12.9163,34.3,59854
-14.8167,34.6333,10445
-14.3667,34.3333,15608
-13.7829,34.4333,71181
-13.9833,33.7833,646750
-14.4596,35.27,97711
-14.9667,35.5167,1418
30.42,-109.65,11872
27.95,-101.22,36642
31.0241,-114.8496,20750
22.7704,-102.58,234481
20.67,-101.5,339554
30.7641,-116.0093,12829
30.4837,-115.95,5433
18.5,-88.3,154517
27.58,-109.93,3836
20.9304,-89.0201,14954
20.4004,-89.53,30519
18,-92.9,428564
23.2211,-106.42,368204
23.72,-99.13,274900
32.65,-115.48,885000
21.8795,-102.2904,869000
28.645,-106.085,793000
21.0204,-101.28,112200
17.55,-99.5,182387
20.1704,-98.73,319581
20.67,-103.33,4198000
18.9211,-99.24,834001
25.67,-100.33,3712000
17.9587,-102.2,160087
16.33,-96.6,17632
16.917,-96.4,7547
20.6704,-88.2,48479
25.04,-111.66,39915
23.2,-106.23,15443
24.3305,-107.37,17365
20.2,-89.28,22806
25.19,-99.84,42640
19.53,-96.92,452186
19.8204,-97.36,177796
21.1,-89.28,21253
20.9666,-89.6166,965000
27.9904,-114.17,13054
25.42,-101.005,754000
28.9337,-114.1666,527
16.1671,-95.2,81063
24.0311,-104.67,457140
18.2,-98.05,18879
21.5054,-104.88,318781
22.4004,-105.46,14921
16.9004,-99.22,9897
17.8104,-97.79,47844
15.7304,-96.47,24481
19.23,-103.72,223287
19.77,-104.37,47669
18.7804,-103.15,10715
19.08,-102.35,98422
20.48,-90.08,9165
20.13,-88.92,17607
24.8304,-105.34,22750
15.8592,-97.0659,19488
29.0989,-110.9541,595811
16.43,-95.02,67637
22.17,-101,992000
24.83,-107.38,809000
19.4204,-102.07,264531
16.33,-95.23,42776
20.5704,-101.2,197524
19.4424,-99.131,19028000
19.9804,-102.28,214947
17.2704,-97.68,21391
17.5204,-101.27,31910
23.9204,-106.9,11900
28.33,-100.85,19636
31.3223,-109.563,86083
28.7076,-100.5317,139619
26.08,-98.3,498654
29.5404,-104.41,22128
24.14,-110.32,189767
14.9,-92.27,221521
15.33,-92.63,107638
18.9,-98.45,97842
18.85,-97.13,355333
18.5704,-99.62,53217
18.37,-99.54,112106
22.8928,-109.9045,42601
22.35,-102.88,11138
17.25,-100.68,14638
17.2,-100.43,20515
17.94,-94.74,66998
20.2804,-102.56,35345
20.63,-100.38,961000
21.15,-101.7,1488000
15.6904,-93.22,23675
19.83,-90.5,205212
19.3304,-99.67,1531000
19.32,-98.23,503878
17.0827,-96.6699,530728
19.05,-98.2,2195000
16.75,-93.15,481128
21.3704,-101.93,94127
21.2833,-89.6666,47124
20.9604,-97.41,109049
17.8,-91.53,11895
21.1304,-88.15,41993
25.79,-109,249047
24.636,-107.9162,1000
27.0819,-109.4546,116093
26.8004,-105.82,10800
19.68,-100.57,64154
25.4204,-102.1799,32253
26.9334,-105.6666,103378
28.2,-105.5,114783
31.87,-116.62,256565
24.8604,-99.57,57731
20.38,-100,147559
17.9805,-94.53,201902
30.6104,-106.51,9326
18.4504,-97.38,241429
18.6537,-91.8245,156195
19.7334,-101.1895,644306
22.8504,-105.8,28248
19.41,-99.03,1109363
25.5701,-103.5,399328
18.4,-93.23,23830
18.5804,-92.65,22621
17.4804,-91.43,32415
18.9204,-103.88,91321
22.9204,-98.07,12292
26.0133,-111.3517,11227
27.3171,-112.2834,11899
26.4204,-108.62,11171
25.5705,-108.47,96860
19.0496,-104.3231,110735
20.53,-100.8,383697
25.7592,-102.9827,53688
26.9,-101.42,236244
25.5701,-103.42,1144000
31.305,-110.945,178097
21.93,-99.98,69613
21.9804,-98.75,14748
21.2704,-98.78,72685
21.98,-99.02,114964
22,-99.67,15331
25.4704,-108.09,62695
32.5,-117.08,1553000
20.51,-86.95,73934
21.2084,-86.7115,12491
21.17,-86.83,542043
19.5804,-88.05,24807
19.3504,-90.72,26636
24.8704,-103.7,8876
24.52,-104.78,10342
21.2304,-104.9,16162
21.82,-105.22,18365
21.9304,-105.27,26115
23.6604,-100.65,67717
23.1704,-102.86,105488
22.7704,-103.57,10545
26.51,-100.18,32047
31.1,-107.98,11781
31.6904,-106.49,1343000
24.2904,-103.39,14162
30.7161,-112.1642,57357
30.6166,-111.05,23359
29.0171,-110.1333,500000
20.6771,-105.245,187134
19.8104,-99.11,250000
27.5,-99.55,349550
25.88,-97.5,538785
24.8504,-98.16,29171
22.3189,-97.8361,192736
22.3,-97.87,859419
22.7334,-98.95,79981
23.0004,-99.72,9054
19.7104,-103.46,92161
27.6904,-105.1701,37743
28.4257,-106.8696,90835
